,DMA,scores,sd,count,Region,date
66,566,0.44,1.7,50,"Harrisburg-Lancaster-Lebanon-York, PA",6/23/2015 21:22
68,569,-0.4,0.89,5,"Harrisonburg, VA",6/23/2015 21:22
34,533,-0.04,2.27,147,"Hartford & New Haven, CT",6/23/2015 21:22
151,710,0,0.94,10,"Hattiesburg-Laurel, MS",6/23/2015 21:22
97,618,-0.03,2.28,1422,"Houston, TX",6/23/2015 21:22
144,691,0.28,2.15,46,"Huntsville-Decatur (Florence), AL",6/23/2015 21:22
172,758,0.61,1.14,18,"Idaho Falls-Pocatello, ID",6/23/2015 21:22
28,527,0.11,1.99,338,"Indianapolis, IN",6/23/2015 21:22
155,718,-0.01,1.84,148,"Jackson, MS",6/23/2015 21:22
115,639,-0.06,3.4,17,"Jackson, TN",6/23/2015 21:22
62,561,-0.55,2.71,31,"Jacksonville, FL",6/23/2015 21:22
72,574,1.4,1.95,5,"Johnstown-Altoona, PA",6/23/2015 21:22
159,734,0.12,2.36,8,"Jonesboro, AR",6/23/2015 21:22
86,603,0.25,1.24,28,"Joplin, MO-Pittsburg, KS",6/23/2015 21:22
95,616,0.25,2.54,227,"Kansas City, MO",6/23/2015 21:22
58,557,0.4,2.84,86,"Knoxville, TN",6/23/2015 21:22
148,702,1.18,1.63,17,"La Crosse-Eau Claire, WI",6/23/2015 21:22
77,582,0.22,2.39,9,"Lafayette, IN",6/23/2015 21:22
118,642,0.26,2.12,74,"Lafayette, LA",6/23/2015 21:22
119,643,-0.06,1.7,32,"Lake Charles, LA",6/23/2015 21:22
52,551,-0.39,2.54,49,"Lansing, MI",6/23/2015 21:22
164,749,0.61,4.49,18,"Laredo, TX",6/23/2015 21:22
197,839,0.33,2.22,209,"Las Vegas, NV",6/23/2015 21:22
42,541,0.33,1.38,39,"Lexington, KY",6/23/2015 21:22
59,558,0.56,1.2,18,"Lima, OH",6/23/2015 21:22
156,722,0.79,1.51,34,"Lincoln & Hastings-Kearney, NE",6/23/2015 21:22
146,693,0.02,1.45,84,"Little Rock-Pine Bluff, AR",6/23/2015 21:22
186,803,0.16,2.11,3193,"Los Angeles, CA",6/23/2015 21:22
30,529,-0.08,1.89,140,"Louisville, KY",6/23/2015 21:22
125,651,0.12,2.76,60,"Lubbock, TX",6/23/2015 21:22
4,503,0.32,1.71,71,"Macon, GA",6/23/2015 21:22
133,669,0.5,2.08,32,"Madison, WI",6/23/2015 21:22
161,737,-0.12,0.83,8,"Mankato, MN",6/23/2015 21:22
54,553,-0.2,0.45,5,"Marquette, MI",6/23/2015 21:22
191,813,-0.43,2.86,21,"Medford-Klamath Falls, OR",6/23/2015 21:22
116,640,0.02,2.17,200,"Memphis, TN",6/23/2015 21:22
152,711,-0.71,3.09,7,"Meridian, MS",6/23/2015 21:22
29,528,0.15,1.96,553,"Miami-Ft. Lauderdale, FL",6/23/2015 21:22
96,617,0.16,2.48,260,"Milwaukee, WI",6/23/2015 21:22
94,613,0.04,2.53,292,"Minneapolis-St. Paul, MN",6/23/2015 21:22
143,687,-0.8,1.79,5,"Minot-Bismarck-Dickinson(Williston), ND",6/23/2015 21:22
175,762,0.67,1.8,9,"Missoula, MT",6/23/2015 21:22
142,686,0.34,1.8,70,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",6/23/2015 21:22
105,628,-0.86,2.44,49,"Monroe, LA-El Dorado, AR",6/23/2015 21:22
196,828,0.03,1.7,65,"Monterey-Salinas, CA",6/23/2015 21:22
147,698,-0.35,1.73,55,"Montgomery (Selma), AL",6/23/2015 21:22
130,659,0.12,2.06,293,"Nashville, TN",6/23/2015 21:22
99,622,0.03,1.75,421,"New Orleans, LA",6/23/2015 21:22
2,501,0.23,2.02,1305,"New York, NY",6/23/2015 21:22
45,544,0.28,2,390,"Norfolk-Portsmouth-Newport News,VA",6/23/2015 21:22
162,740,-3,NA,1,"North Platte, NE",6/23/2015 21:22
109,633,0.03,1.73,32,"Odessa-Midland, TX",6/23/2015 21:22
124,650,0.16,2.23,251,"Oklahoma City, OK",6/23/2015 21:22
126,652,-0.06,1.96,155,"Omaha, NE",6/23/2015 21:22
35,534,-0.03,1.87,301,"Orlando-Daytona Beach-Melbourne, FL",6/23/2015 21:22
107,631,0,0,2,"Ottumwa, IA-Kirksville, MO",6/23/2015 21:22
108,632,0.74,2.08,43,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",6/23/2015 21:22
187,804,0.21,1.54,85,"Palm Springs, CA",6/23/2015 21:22
127,656,1.84,2.09,19,"Panama City, FL",6/23/2015 21:22
82,597,0.07,1.98,14,"Parkersburg, WV",6/23/2015 21:22
137,675,-0.45,1.72,29,"Peoria-Bloomington, IL",6/23/2015 21:22
5,504,-0.03,2.09,704,"Philadelphia, PA",6/23/2015 21:22
167,753,0.15,2.1,581,"Phoenix, AZ",6/23/2015 21:22
9,508,0.21,2.46,149,"Pittsburgh, PA",6/23/2015 21:22
193,820,0.35,1.87,301,"Portland, OR",6/23/2015 21:22
1,500,0.15,1.63,20,"Portland-Auburn, ME",6/23/2015 21:22
53,552,0.75,1.5,4,"Presque Isle, ME",6/23/2015 21:22
22,521,0.32,2.19,119,"Providence, RI-New Bedford, MA",6/23/2015 21:22
154,717,0.75,1.16,8,"Quincy, IL-Hannibal, MO-Keokuk, IA",6/23/2015 21:22
61,560,0.14,2.01,257,"Raleigh-Durham (Fayetteville), NC",6/23/2015 21:22
176,764,-0.88,3.76,8,"Rapid City, SD",6/23/2015 21:22
190,811,0.02,2.65,65,"Reno, NV",6/23/2015 21:22
57,556,0,1.78,54,"Richmond-Petersburg, VA",6/23/2015 21:22
71,573,0.1,2.86,58,"Roanoke-Lynchburg, VA",6/23/2015 21:22
92,611,-0.29,2.71,31,"Rochester, MN-Mason City, IA-Austin, MN",6/23/2015 21:22
39,538,-0.33,3.2,6,"Rochester, NY",6/23/2015 21:22
91,610,0.03,2.52,38,"Rockford, IL",6/23/2015 21:22
199,862,0.03,1.97,401,"Sacramento-Stockton-Modesto, CA",6/23/2015 21:22
74,576,0.04,1.11,26,"Salisbury, MD",6/23/2015 21:22
178,770,0.26,1.84,252,"Salt Lake City, UT",6/23/2015 21:22
131,661,-0.46,2.9,13,"San Angelo, TX",6/23/2015 21:22
117,641,-0.06,2.03,645,"San Antonio, TX",6/23/2015 21:22
195,825,0.25,2.14,474,"San Diego, CA",6/23/2015 21:22
188,807,0.19,1.81,962,"San Francisco-Oakland-San Jose, CA",6/23/2015 21:22
198,855,0.22,2.27,36,"Santa Barbara-Santa Maria-San Luis Obispo, CA",6/23/2015 21:22
8,507,-0.02,1.91,65,"Savannah, GA",6/23/2015 21:22
192,819,0.06,2.07,523,"Seattle-Tacoma, WA",6/23/2015 21:22
128,657,0.04,2.31,24,"Sherman, TX-Ada, OK",6/23/2015 21:22
93,612,0.17,1.86,92,"Shreveport, LA",6/23/2015 21:22
101,624,-0.1,2.31,31,"Sioux City, IA",6/23/2015 21:22
158,725,0.21,0.89,14,"Sioux Falls(Mitchell), SD",6/23/2015 21:22
79,588,0.45,1.71,75,"South Bend-Elkhart, IN",6/23/2015 21:22
202,881,0.44,1.45,43,"Spokane, WA",6/23/2015 21:22
98,619,0.5,1.62,24,"Springfield, MO",6/23/2015 21:22
44,543,0.43,2.16,44,"Springfield-Holyoke, MA",6/23/2015 21:22
114,638,0,NA,1,"St. Joseph, MO",6/23/2015 21:22
90,609,-0.28,2.31,111,"St. Louis, MO",6/23/2015 21:22
56,555,-0.07,2.06,45,"Syracuse, NY",6/23/2015 21:22
31,530,0.09,2,74,"Tallahassee, FL-Thomasville, GA",6/23/2015 21:22
40,539,0.25,2.11,142,"Tampa-St Petersburg (Sarasota), FL",6/23/2015 21:22
76,581,0.91,2.47,11,"Terre Haute, IN",6/23/2015 21:22
48,547,0.16,1.98,154,"Toledo, OH",6/23/2015 21:22
88,605,-0.12,2.28,16,"Topeka, KS",6/23/2015 21:22
41,540,0.38,0.74,8,"Traverse City-Cadillac, MI",6/23/2015 21:22
32,531,0,2.09,17,"Tri-Cities, TN-VA",6/23/2015 21:22
181,789,0.2,2.52,137,"Tucson (Sierra Vista), AZ",6/23/2015 21:22
135,671,0.55,2.35,110,"Tulsa, OK",6/23/2015 21:22
174,760,0,NA,1,"Twin Falls, ID",6/23/2015 21:22
150,709,-0.02,1.72,81,"Tyler-Longview(Lufkin & Nacogdoches), TX",6/23/2015 21:22
27,526,-0.23,1.83,13,"Utica, NY",6/23/2015 21:22
103,626,-0.24,1.79,17,"Victoria, TX",6/23/2015 21:22
102,625,0.1,1.68,131,"Waco-Temple-Bryan, TX",6/23/2015 21:22
12,511,0.02,1.88,519,"Washington, DC (Hagerstown, MD)",6/23/2015 21:22
50,549,0.58,2.31,12,"Watertown, NY",6/23/2015 21:22
149,705,-1,1.73,3,"Wausau-Rhinelander, WI",6/23/2015 21:22
49,548,0.42,2.46,113,"West Palm Beach-Ft. Pierce, FL",6/23/2015 21:22
55,554,0.38,2.13,8,"Wheeling, WV-Steubenville, OH",6/23/2015 21:22
104,627,0.58,1.88,31,"Wichita Falls, TX & Lawton, OK",6/23/2015 21:22
139,678,0.24,1.79,112,"Wichita-Hutchinson, KS",6/23/2015 21:22
75,577,-0.69,2.26,32,"Wilkes Barre-Scranton, PA",6/23/2015 21:22
51,550,0,0,2,"Wilmington, NC",6/23/2015 21:22
189,810,0.39,2.14,77,"Yakima-Pasco-Richland-Kennewick, WA",6/23/2015 21:22
37,536,0.53,1.86,53,"Youngstown, OH",6/23/2015 21:22
179,771,-0.5,2.03,16,"Yuma, AZ-El Centro, CA",6/23/2015 21:22
81,596,0,NA,1,"Zanesville, OH",6/23/2015 21:22
131,662,-0.28,1.84,18,"Abilene-Sweetwater, TX",6/24/2015 17:22
26,525,-0.13,2.06,30,"Albany, GA",6/24/2015 17:22
33,532,0.32,1.68,53,"Albany-Schenectady-Troy, NY",6/24/2015 17:22
182,790,0.16,1.91,94,"Albuquerque-Santa Fe, NM",6/24/2015 17:22
119,644,-0.14,1.83,14,"Alexandria, LA",6/24/2015 17:22
110,634,0.19,1.69,36,"Amarillo, TX",6/24/2015 17:22
25,524,0.2,1.69,531,"Atlanta, GA",6/24/2015 17:22
21,520,0.6,1.67,50,"Augusta, GA",6/24/2015 17:22
111,635,0.1,1.85,334,"Austin, TX",6/24/2015 17:22
184,800,-0.13,2.17,83,"Bakersfield, CA",6/24/2015 17:22
13,512,-0.32,1.99,232,"Baltimore, MD",6/24/2015 17:22
38,537,1.57,1.81,7,"Bangor, ME",6/24/2015 17:22
152,716,-0.56,2.22,202,"Baton Rouge, LA",6/24/2015 17:22
144,692,0.18,1.91,67,"Beaumont-Port Arthur, TX",6/24/2015 17:22
195,821,1.17,1.33,6,"Bend, OR",6/24/2015 17:22
169,756,0.45,1.04,11,"Billings, MT",6/24/2015 17:22
162,746,-0.6,3.02,30,"Biloxi-Gulfport, MS",6/24/2015 17:22
3,502,0.36,1.65,22,"Binghamton, NY",6/24/2015 17:22
106,630,0.01,1.61,120,"Birmingham, AL",6/24/2015 17:22
60,559,1.14,2.48,14,"Bluefield-Beckley-Oak Hill, WV",6/24/2015 17:22
170,757,0.31,3.33,13,"Boise, ID",6/24/2015 17:22
7,506,0.25,1.81,521,"Boston, MA-Manchester, NH",6/24/2015 17:22
159,736,0.12,0.81,16,"Bowling Green, KY",6/24/2015 17:22
15,514,-0.02,1.92,170,"Buffalo, NY",6/24/2015 17:22
24,523,0.15,1.46,13,"Burlington, VT-Plattsburgh, NY",6/24/2015 17:22
167,754,-2.33,4.04,3,"Butte-Bozeman, MT",6/24/2015 17:22
177,767,0,0,2,"Casper-Riverton, WY",6/24/2015 17:22
113,637,0.21,1.92,62,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",6/24/2015 17:22
121,648,0.82,1.87,45,"Champaign & Springfield-Decatur,IL",6/24/2015 17:22
20,519,-0.33,3.31,55,"Charleston, SC",6/24/2015 17:22
64,564,-0.12,2.49,56,"Charleston-Huntington, WV",6/24/2015 17:22
18,517,0.1,1.87,344,"Charlotte, NC",6/24/2015 17:22
78,584,0.75,1.5,4,"Charlottesville, VA",6/24/2015 17:22
73,575,0.09,1.72,54,"Chattanooga, TN",6/24/2015 17:22
85,602,0.26,2.16,1340,"Chicago, IL",6/24/2015 17:22
202,868,0.15,2.24,33,"Chico-Redding, CA",6/24/2015 17:22
16,515,0.07,2.21,171,"Cincinnati, OH",6/24/2015 17:22
83,598,0.5,1.22,6,"Clarksburg-Weston, WV",6/24/2015 17:22
11,510,0.01,2.32,626,"Cleveland-Akron (Canton), OH",6/24/2015 17:22
165,752,0.34,2.06,65,"Colorado Springs-Pueblo, CO",6/24/2015 17:22
47,546,0.32,1.61,44,"Columbia, SC",6/24/2015 17:22
87,604,-0.17,2.23,6,"Columbia-Jefferson City, MO",6/24/2015 17:22
23,522,0.08,2.18,91,"Columbus, GA",6/24/2015 17:22
36,535,0.31,1.68,332,"Columbus, OH",6/24/2015 17:22
135,673,-1.17,2.89,12,"Columbus-Tupelo-West Point, MS",6/24/2015 17:22
84,600,0.09,1.44,77,"Corpus Christi, TX",6/24/2015 17:22
100,623,0.19,1.84,1454,"Dallas-Ft. Worth, TX",6/24/2015 17:22
140,682,0.22,1.91,49,"Davenport,IA-Rock Island-Moline,IL",6/24/2015 17:22
43,542,0.06,2.57,107,"Dayton, OH",6/24/2015 17:22
164,751,0.23,1.99,322,"Denver, CO",6/24/2015 17:22
139,679,-0.02,2.03,100,"Des Moines-Ames, IA",6/24/2015 17:22
6,505,-0.12,1.95,628,"Detroit, MI",6/24/2015 17:22
89,606,0.4,0.89,5,"Dothan, AL",6/24/2015 17:22
137,676,0.27,0.9,11,"Duluth, MN-Superior, WI",6/24/2015 17:22
175,765,0.26,2.31,68,"El Paso, TX",6/24/2015 17:22
65,565,-0.33,1.64,18,"Elmira, NY",6/24/2015 17:22
17,516,0.48,1.5,23,"Erie, PA",6/24/2015 17:22
185,801,0.62,1.99,39,"Eugene, OR",6/24/2015 17:22
186,802,0.54,1.98,13,"Eureka, CA",6/24/2015 17:22
122,649,0.68,2.11,47,"Evansville, IN",6/24/2015 17:22
156,724,-0.11,3.2,28,"Fargo-Valley City, ND",6/24/2015 17:22
14,513,0.07,2.18,55,"Flint-Saginaw-Bay City, MI",6/24/2015 17:22
69,570,0.13,1.98,79,"Florence-Myrtle Beach, SC",6/24/2015 17:22
201,866,0.18,2.1,183,"Fresno-Visalia, CA",6/24/2015 17:22
70,571,0.48,1.47,60,"Ft. Myers-Naples, FL",6/24/2015 17:22
133,670,0.56,2.13,16,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",6/24/2015 17:22
10,509,0.27,2.66,74,"Ft. Wayne, IN",6/24/2015 17:22
80,592,0.12,1.19,24,"Gainesville, FL",6/24/2015 17:22
183,798,-0.5,0.71,2,"Glendive, MT",6/24/2015 17:22
180,773,0,NA,1,"Grand Junction-Montrose, CO",6/24/2015 17:22
63,563,0.01,2.07,153,"Grand Rapids-Kalamazoo-Battle Creek, MI",6/24/2015 17:22
168,755,-0.67,1.15,3,"Great Falls, MT",6/24/2015 17:22
128,658,0.22,1.6,41,"Green Bay-Appleton, WI",6/24/2015 17:22
19,518,-0.15,1.98,183,"Greensboro-High Point-Winston Salem, NC",6/24/2015 17:22
46,545,0.26,2.03,58,"Greenville-New Bern-Washington, NC",6/24/2015 17:22
67,567,0.24,2.06,76,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",6/24/2015 17:22
120,647,1.4,2.19,5,"Greenwood-Greenville, MS",6/24/2015 17:22
112,636,0.14,1.68,156,"Harlingen-Weslaco-Brownsville-McAllen, TX",6/24/2015 17:22
66,566,0.49,1.6,45,"Harrisburg-Lancaster-Lebanon-York, PA",6/24/2015 17:22
68,569,1,1.6,12,"Harrisonburg, VA",6/24/2015 17:22
34,533,-0.22,2.18,107,"Hartford & New Haven, CT",6/24/2015 17:22
150,710,-1.06,5.09,17,"Hattiesburg-Laurel, MS",6/24/2015 17:22
176,766,-1,NA,1,"Helena, MT",6/24/2015 17:22
97,618,0.04,2.09,1180,"Houston, TX",6/24/2015 17:22
143,691,0.27,1.76,44,"Huntsville-Decatur (Florence), AL",6/24/2015 17:22
171,758,0.25,1.48,16,"Idaho Falls-Pocatello, ID",6/24/2015 17:22
28,527,0.33,2.12,327,"Indianapolis, IN",6/24/2015 17:22
154,718,-0.17,2.85,77,"Jackson, MS",6/24/2015 17:22
114,639,1.2,1.64,5,"Jackson, TN",6/24/2015 17:22
62,561,-0.1,1.47,39,"Jacksonville, FL",6/24/2015 17:22
72,574,-1,2,9,"Johnstown-Altoona, PA",6/24/2015 17:22
158,734,0,0,4,"Jonesboro, AR",6/24/2015 17:22
86,603,0.08,1.62,12,"Joplin, MO-Pittsburg, KS",6/24/2015 17:22
95,616,0.43,1.87,179,"Kansas City, MO",6/24/2015 17:22
58,557,0.43,1.57,115,"Knoxville, TN",6/24/2015 17:22
147,702,-0.07,1.49,15,"La Crosse-Eau Claire, WI",6/24/2015 17:22
77,582,0.21,1.42,14,"Lafayette, IN",6/24/2015 17:22
117,642,-0.01,1.53,72,"Lafayette, LA",6/24/2015 17:22
118,643,-0.28,2.05,18,"Lake Charles, LA",6/24/2015 17:22
52,551,-0.1,1.56,70,"Lansing, MI",6/24/2015 17:22
163,749,-0.5,1.83,12,"Laredo, TX",6/24/2015 17:22
198,839,0.03,2.05,197,"Las Vegas, NV",6/24/2015 17:22
42,541,0.38,1.71,42,"Lexington, KY",6/24/2015 17:22
59,558,0.78,1.2,9,"Lima, OH",6/24/2015 17:22
155,722,0.02,1.91,51,"Lincoln & Hastings-Kearney, NE",6/24/2015 17:22
145,693,0.33,2.2,66,"Little Rock-Pine Bluff, AR",6/24/2015 17:22
187,803,0.27,2.25,3303,"Los Angeles, CA",6/24/2015 17:22
30,529,0.66,1.74,109,"Louisville, KY",6/24/2015 17:22
124,651,0.36,1.4,36,"Lubbock, TX",6/24/2015 17:22
4,503,1.06,2.25,116,"Macon, GA",6/24/2015 17:22
132,669,0.5,2.75,12,"Madison, WI",6/24/2015 17:22
160,737,1,4.16,12,"Mankato, MN",6/24/2015 17:22
54,553,-2,2.83,2,"Marquette, MI",6/24/2015 17:22
192,813,0.75,1.43,28,"Medford-Klamath Falls, OR",6/24/2015 17:22
115,640,0,1.98,215,"Memphis, TN",6/24/2015 17:22
151,711,0,0,2,"Meridian, MS",6/24/2015 17:22
29,528,0.16,1.86,616,"Miami-Ft. Lauderdale, FL",6/24/2015 17:22
96,617,0.38,1.83,265,"Milwaukee, WI",6/24/2015 17:22
94,613,0.32,1.66,237,"Minneapolis-St. Paul, MN",6/24/2015 17:22
142,687,0.86,1.57,7,"Minot-Bismarck-Dickinson(Williston), ND",6/24/2015 17:22
173,762,1,1.63,10,"Missoula, MT",6/24/2015 17:22
141,686,-0.1,2.17,89,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",6/24/2015 17:22
105,628,-0.5,3.54,36,"Monroe, LA-El Dorado, AR",6/24/2015 17:22
197,828,0.19,2.13,74,"Monterey-Salinas, CA",6/24/2015 17:22
146,698,-0.62,2.38,45,"Montgomery (Selma), AL",6/24/2015 17:22
129,659,0.5,2.07,319,"Nashville, TN",6/24/2015 17:22
99,622,0.02,2.1,355,"New Orleans, LA",6/24/2015 17:22
2,501,0.27,1.73,1712,"New York, NY",6/24/2015 17:22
45,544,0.17,1.8,269,"Norfolk-Portsmouth-Newport News,VA",6/24/2015 17:22
161,740,0,0,5,"North Platte, NE",6/24/2015 17:22
109,633,0.57,2.25,23,"Odessa-Midland, TX",6/24/2015 17:22
123,650,0.07,2.12,216,"Oklahoma City, OK",6/24/2015 17:22
125,652,0.15,1.79,177,"Omaha, NE",6/24/2015 17:22
35,534,0.16,1.87,363,"Orlando-Daytona Beach-Melbourne, FL",6/24/2015 17:22
107,631,2,1.73,3,"Ottumwa, IA-Kirksville, MO",6/24/2015 17:22
108,632,0.54,1.59,24,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",6/24/2015 17:22
188,804,-0.09,1.93,64,"Palm Springs, CA",6/24/2015 17:22
126,656,0.26,1.66,23,"Panama City, FL",6/24/2015 17:22
82,597,0.36,1.47,22,"Parkersburg, WV",6/24/2015 17:22
136,675,0.32,1.45,19,"Peoria-Bloomington, IL",6/24/2015 17:22
5,504,0.12,2,622,"Philadelphia, PA",6/24/2015 17:22
166,753,0.13,1.91,654,"Phoenix, AZ",6/24/2015 17:22
9,508,0.38,1.91,176,"Pittsburgh, PA",6/24/2015 17:22
194,820,0.29,2.03,420,"Portland, OR",6/24/2015 17:22
1,500,-0.14,2.14,35,"Portland-Auburn, ME",6/24/2015 17:22
53,552,0,NA,1,"Presque Isle, ME",6/24/2015 17:22
22,521,0.18,2.78,93,"Providence, RI-New Bedford, MA",6/24/2015 17:22
153,717,2.5,3.32,4,"Quincy, IL-Hannibal, MO-Keokuk, IA",6/24/2015 17:22
61,560,0.33,2.2,293,"Raleigh-Durham (Fayetteville), NC",6/24/2015 17:22
174,764,0,1,9,"Rapid City, SD",6/24/2015 17:22
191,811,0.19,1.66,48,"Reno, NV",6/24/2015 17:22
57,556,0.07,1.9,59,"Richmond-Petersburg, VA",6/24/2015 17:22
71,573,-0.02,2.03,51,"Roanoke-Lynchburg, VA",6/24/2015 17:22
92,611,0.75,1.75,8,"Rochester, MN-Mason City, IA-Austin, MN",6/24/2015 17:22
39,538,0.62,1.19,13,"Rochester, NY",6/24/2015 17:22
91,610,0.27,1.14,45,"Rockford, IL",6/24/2015 17:22
200,862,-0.01,2.03,385,"Sacramento-Stockton-Modesto, CA",6/24/2015 17:22
